cod_venda,data_venda,cod_vendedor,cod_produto,quantidade,valor_unitario
7612,2015-12-27 00:00:00.000,28,45,1,199
7612,2015-12-27 00:00:00.000,28,53,1,999
7613,2015-07-04 00:00:00.000,28,3,1,1299
7613,2015-07-04 00:00:00.000,28,74,1,3599
7614,2015-06-03 00:00:00.000,24,52,1,1999
7615,2015-04-27 00:00:00.000,16,41,1,44.9
7615,2015-04-27 00:00:00.000,16,84,1,429
7616,2015-07-23 00:00:00.000,24,69,1,2200
7617,2015-04-02 00:00:00.000,23,38,1,54.9
7618,2015-03-14 00:00:00.000,19,2,1,1399
7619,2015-05-06 00:00:00.000,27,68,1,2999
7620,2015-08-05 00:00:00.000,2,13,1,1899
7621,2015-04-22 00:00:00.000,16,24,1,1099
7621,2015-04-22 00:00:00.000,16,70,1,3399
7622,2015-02-25 00:00:00.000,34,9,1,849
7622,2015-02-25 00:00:00.000,34,112,1,139
7623,2015-11-19 00:00:00.000,24,26,1,1099
7623,2015-11-19 00:00:00.000,24,30,1,699
7624,2015-02-15 00:00:00.000,29,5,1,1899
7625,2015-08-02 00:00:00.000,19,49,1,739
7625,2015-08-02 00:00:00.000,19,99,1,1199
7626,2015-02-08 00:00:00.000,20,5,1,1899
7626,2015-02-08 00:00:00.000,20,56,1,599
7627,2015-09-01 00:00:00.000,17,33,1,4599
7628,2015-11-07 00:00:00.000,14,5,1,1899
7629,2015-04-07 00:00:00.000,17,99,1,1199
7630,2015-09-29 00:00:00.000,26,32,1,3099
7630,2015-09-29 00:00:00.000,26,112,1,139
7631,2015-04-15 00:00:00.000,9,113,1,49.9
7632,2015-06-20 00:00:00.000,24,47,1,129
7632,2015-06-20 00:00:00.000,24,108,1,69.9
7633,2015-12-03 00:00:00.000,29,30,1,699
7633,2015-12-03 00:00:00.000,29,50,1,349
7634,2015-04-11 00:00:00.000,9,72,1,2099
7635,2015-01-23 00:00:00.000,19,38,1,54.9
7636,2015-08-18 00:00:00.000,33,28,1,939
7637,2015-03-10 00:00:00.000,22,3,1,1299
7638,2015-03-10 00:00:00.000,33,20,1,999
7638,2015-03-10 00:00:00.000,33,75,1,6999
7639,2015-09-22 00:00:00.000,28,47,1,129
7640,2015-01-12 00:00:00.000,17,1,1,869
7640,2015-01-12 00:00:00.000,17,4,1,1599
7641,2015-05-20 00:00:00.000,33,28,1,939
7641,2015-05-20 00:00:00.000,33,98,1,349.9
7642,2015-08-02 00:00:00.000,14,61,1,299
7642,2015-08-02 00:00:00.000,14,66,1,3199
7643,2015-05-29 00:00:00.000,21,72,1,2099
7644,2015-05-27 00:00:00.000,27,95,1,1199
7645,2015-09-12 00:00:00.000,16,111,1,219
7646,2015-04-24 00:00:00.000,6,18,1,1199
7646,2015-04-24 00:00:00.000,6,40,1,29.9
7647,2015-04-19 00:00:00.000,14,35,1,2499
7647,2015-04-19 00:00:00.000,14,46,1,119
7648,2015-03-20 00:00:00.000,13,41,1,44.9
7649,2015-11-27 00:00:00.000,28,34,1,2799
7649,2015-11-27 00:00:00.000,28,51,1,449
7650,2015-02-18 00:00:00.000,28,98,1,349.9
7651,2015-09-28 00:00:00.000,25,47,1,129
7652,2015-09-05 00:00:00.000,27,48,1,449
7653,2015-10-03 00:00:00.000,25,66,1,3199
7654,2015-03-07 00:00:00.000,1,37,1,74.9
7655,2015-08-25 00:00:00.000,27,74,1,3599
7656,2015-12-02 00:00:00.000,8,60,1,589
7657,2015-01-12 00:00:00.000,35,70,1,3399
7658,2015-10-26 00:00:00.000,18,41,1,44.9
7658,2015-10-26 00:00:00.000,18,94,1,849
7659,2015-10-28 00:00:00.000,18,3,1,1299
7659,2015-10-28 00:00:00.000,18,82,1,429
7660,2015-09-09 00:00:00.000,10,71,1,3699
7661,2015-03-06 00:00:00.000,3,23,1,649
7661,2015-03-06 00:00:00.000,3,56,1,599
7662,2015-05-14 00:00:00.000,27,77,1,1099
7662,2015-05-14 00:00:00.000,27,100,1,4499
7663,2015-04-27 00:00:00.000,32,1,1,869
7663,2015-04-27 00:00:00.000,32,22,1,699
7664,2015-06-21 00:00:00.000,12,76,1,6499
7665,2015-04-19 00:00:00.000,3,7,1,1899
7665,2015-04-19 00:00:00.000,3,41,1,44.9
7666,2015-06-25 00:00:00.000,10,108,1,69.9
7667,2015-08-09 00:00:00.000,33,84,1,429
7668,2015-05-01 00:00:00.000,22,32,1,3099
7669,2015-05-17 00:00:00.000,22,75,1,6999
7670,2015-05-24 00:00:00.000,12,1,1,869
7670,2015-05-24 00:00:00.000,12,6,1,1799
7671,2015-07-05 00:00:00.000,35,18,1,1199
7672,2015-05-23 00:00:00.000,10,10,1,749
7673,2015-04-26 00:00:00.000,2,21,1,1399
7673,2015-04-26 00:00:00.000,2,28,1,939
7674,2015-07-12 00:00:00.000,2,5,1,1899
7674,2015-07-12 00:00:00.000,2,23,1,649
7675,2015-11-24 00:00:00.000,29,86,1,499
7676,2015-11-23 00:00:00.000,12,15,1,1349
7677,2015-02-16 00:00:00.000,11,75,1,6999
7678,2015-06-04 00:00:00.000,5,90,1,11499
7679,2015-04-15 00:00:00.000,26,2,1,1399
7679,2015-04-15 00:00:00.000,26,80,1,549
7680,2015-11-25 00:00:00.000,23,35,1,2499
7681,2015-12-31 00:00:00.000,25,22,1,699
7681,2015-12-31 00:00:00.000,25,97,1,399
7682,2015-12-08 00:00:00.000,14,37,1,74.9
7682,2015-12-08 00:00:00.000,14,92,1,899
7683,2015-05-06 00:00:00.000,1,1,1,869
7683,2015-05-06 00:00:00.000,1,71,1,3699
7684,2015-07-18 00:00:00.000,6,3,1,1299
7684,2015-07-18 00:00:00.000,6,65,1,2999
7685,2015-09-05 00:00:00.000,14,44,1,399
7686,2015-02-21 00:00:00.000,3,30,1,699
7687,2015-04-22 00:00:00.000,10,96,1,1999
7688,2015-03-22 00:00:00.000,22,36,1,39.9
7688,2015-03-22 00:00:00.000,22,75,1,6999
7689,2015-12-14 00:00:00.000,20,83,1,479
7690,2015-04-10 00:00:00.000,13,19,1,999
7691,2015-06-16 00:00:00.000,30,10,1,749
7691,2015-06-16 00:00:00.000,30,109,1,79.9
7692,2015-06-03 00:00:00.000,2,95,1,1199
7693,2015-08-30 00:00:00.000,12,27,1,429
7693,2015-08-30 00:00:00.000,12,32,1,3099
7694,2015-10-05 00:00:00.000,31,37,1,74.9
7695,2015-08-05 00:00:00.000,20,76,1,6499
7696,2015-02-21 00:00:00.000,16,77,1,1099
7696,2015-02-21 00:00:00.000,16,106,1,449.9
7697,2015-04-17 00:00:00.000,27,24,1,1099
7697,2015-04-17 00:00:00.000,27,51,1,449
7698,2015-05-30 00:00:00.000,18,75,1,6999
7698,2015-05-30 00:00:00.000,18,80,1,549
7699,2015-06-18 00:00:00.000,25,16,1,999
7700,2015-12-25 00:00:00.000,2,38,1,54.9
7700,2015-12-25 00:00:00.000,2,39,1,32.9
7701,2015-04-05 00:00:00.000,7,19,1,999
7702,2015-01-20 00:00:00.000,23,78,1,549
7703,2015-03-23 00:00:00.000,10,103,1,2599
7704,2015-04-07 00:00:00.000,33,17,1,1099
7705,2015-01-26 00:00:00.000,16,110,1,49.9
7706,2015-03-21 00:00:00.000,17,53,1,999
7706,2015-03-21 00:00:00.000,17,82,1,429
7707,2015-11-21 00:00:00.000,11,97,1,399
7707,2015-11-21 00:00:00.000,11,112,1,139
7708,2015-07-01 00:00:00.000,24,12,1,1149
7709,2015-09-23 00:00:00.000,31,64,1,999
7710,2015-01-14 00:00:00.000,11,92,1,899
7711,2015-11-15 00:00:00.000,20,19,1,999
7711,2015-11-15 00:00:00.000,20,29,1,299
7712,2015-06-07 00:00:00.000,34,50,1,349
7713,2015-01-09 00:00:00.000,8,76,1,6499
7714,2015-05-03 00:00:00.000,27,7,1,1899
7714,2015-05-03 00:00:00.000,27,56,1,599
7715,2015-10-25 00:00:00.000,33,52,1,1999
7715,2015-10-25 00:00:00.000,33,103,1,2599
7716,2015-08-09 00:00:00.000,29,88,1,7999
7717,2015-11-03 00:00:00.000,7,112,1,139
7718,2015-02-09 00:00:00.000,32,30,1,699
7718,2015-02-09 00:00:00.000,32,74,1,3599
7719,2015-06-19 00:00:00.000,14,26,1,1099
7719,2015-06-19 00:00:00.000,14,40,1,29.9
7720,2015-06-21 00:00:00.000,5,67,1,3190
7721,2015-03-05 00:00:00.000,22,71,1,3699
7722,2015-04-26 00:00:00.000,11,8,1,649
7722,2015-04-26 00:00:00.000,11,41,1,44.9
7723,2015-05-24 00:00:00.000,3,2,1,1399
7723,2015-05-24 00:00:00.000,3,51,1,449
7724,2015-03-17 00:00:00.000,16,64,1,999
7725,2015-11-12 00:00:00.000,12,57,1,699
7725,2015-11-12 00:00:00.000,12,103,1,2599
7726,2015-03-09 00:00:00.000,34,1,1,869
7726,2015-03-09 00:00:00.000,34,15,1,1349
7727,2015-08-01 00:00:00.000,6,4,1,1599
7727,2015-08-01 00:00:00.000,6,29,1,299
7728,2015-10-25 00:00:00.000,10,77,1,1099
7729,2015-05-08 00:00:00.000,5,70,1,3399
7730,2015-05-27 00:00:00.000,20,68,1,2999
7730,2015-05-27 00:00:00.000,20,79,1,979
7731,2015-11-20 00:00:00.000,22,23,1,649
7732,2015-12-22 00:00:00.000,23,24,1,1099
7732,2015-12-22 00:00:00.000,23,42,1,32.9
7733,2015-04-11 00:00:00.000,27,97,1,399
7734,2015-03-04 00:00:00.000,10,61,1,299
7734,2015-03-04 00:00:00.000,10,82,1,429
7735,2015-04-04 00:00:00.000,18,51,1,449
7735,2015-04-04 00:00:00.000,18,93,1,899
7736,2015-11-06 00:00:00.000,26,25,1,599
7737,2015-02-17 00:00:00.000,16,4,1,1599
7737,2015-02-17 00:00:00.000,16,71,1,3699
7738,2015-12-02 00:00:00.000,15,31,1,1599
7738,2015-12-02 00:00:00.000,15,66,1,3199
7739,2015-01-12 00:00:00.000,15,7,1,1899
7739,2015-01-12 00:00:00.000,15,113,1,49.9
7740,2015-09-15 00:00:00.000,31,67,1,3190
7741,2015-04-05 00:00:00.000,30,35,1,2499
7742,2015-12-29 00:00:00.000,32,6,1,1799
7743,2015-08-27 00:00:00.000,23,62,1,499
7743,2015-08-27 00:00:00.000,23,106,1,449.9
7744,2015-06-22 00:00:00.000,35,94,1,849
7745,2015-08-07 00:00:00.000,5,24,1,1099
7745,2015-08-07 00:00:00.000,5,73,1,3999
7746,2015-08-18 00:00:00.000,4,55,1,349
7746,2015-08-18 00:00:00.000,4,79,1,979
7747,2015-11-23 00:00:00.000,24,72,1,2099
7748,2015-08-22 00:00:00.000,32,35,1,2499
7748,2015-08-22 00:00:00.000,32,104,1,2150
7749,2015-10-15 00:00:00.000,6,98,1,349.9
7750,2015-08-05 00:00:00.000,19,22,1,699
7751,2015-10-16 00:00:00.000,28,3,1,1299
7751,2015-10-16 00:00:00.000,28,43,1,24.9
7752,2015-04-29 00:00:00.000,19,1,1,869
7752,2015-04-29 00:00:00.000,19,78,1,549
7753,2015-06-14 00:00:00.000,8,15,1,1349
7753,2015-06-14 00:00:00.000,8,106,1,449.9
7754,2015-01-27 00:00:00.000,19,43,1,24.9
7754,2015-01-27 00:00:00.000,19,96,1,1999
7755,2015-07-04 00:00:00.000,26,25,1,599
7755,2015-07-04 00:00:00.000,26,27,1,429
7756,2015-12-11 00:00:00.000,16,89,1,9999
7757,2015-12-19 00:00:00.000,8,38,1,54.9
7757,2015-12-19 00:00:00.000,8,67,1,3190
7758,2015-10-16 00:00:00.000,23,100,1,4499
7759,2015-03-10 00:00:00.000,3,27,1,429
7759,2015-03-10 00:00:00.000,3,46,1,119
7760,2015-12-10 00:00:00.000,32,71,1,3699
7761,2015-12-15 00:00:00.000,21,114,1,399
7762,2015-08-17 00:00:00.000,9,46,1,119
7762,2015-08-17 00:00:00.000,9,112,1,139
7763,2015-07-05 00:00:00.000,23,23,1,649
7763,2015-07-05 00:00:00.000,23,71,1,3699
7764,2015-04-12 00:00:00.000,8,84,1,429
7765,2015-10-09 00:00:00.000,14,30,1,699
7765,2015-10-09 00:00:00.000,14,95,1,1199
7766,2015-11-25 00:00:00.000,15,58,1,329
7767,2015-04-26 00:00:00.000,2,98,1,349.9
7768,2015-04-05 00:00:00.000,7,3,1,1299
7769,2015-02-12 00:00:00.000,18,70,1,3399
7770,2015-03-21 00:00:00.000,9,98,1,349.9
7771,2015-06-20 00:00:00.000,30,18,1,1199
7771,2015-06-20 00:00:00.000,30,28,1,939
7772,2015-04-22 00:00:00.000,17,99,1,1199
7773,2015-04-19 00:00:00.000,10,55,1,349
7774,2015-09-26 00:00:00.000,30,19,1,999
7775,2015-04-09 00:00:00.000,3,38,1,54.9
7775,2015-04-09 00:00:00.000,3,100,1,4499
7776,2015-11-09 00:00:00.000,7,76,1,6499
7777,2015-06-14 00:00:00.000,18,74,1,3599
7778,2015-06-05 00:00:00.000,18,23,1,649
7778,2015-06-05 00:00:00.000,18,28,1,939
7779,2015-11-11 00:00:00.000,15,53,1,999
7779,2015-11-11 00:00:00.000,15,77,1,1099
7780,2015-04-12 00:00:00.000,8,35,1,2499
7780,2015-04-12 00:00:00.000,8,36,1,39.9
7781,2015-12-04 00:00:00.000,3,102,1,2299
7782,2015-08-12 00:00:00.000,17,64,1,999
7783,2015-04-11 00:00:00.000,11,92,1,899
7784,2015-11-24 00:00:00.000,10,12,1,1149
7785,2015-11-10 00:00:00.000,15,54,1,399
7785,2015-11-10 00:00:00.000,15,93,1,899
7786,2015-09-09 00:00:00.000,15,101,1,2399
7787,2015-04-11 00:00:00.000,15,70,1,3399
7787,2015-04-11 00:00:00.000,15,102,1,2299
7788,2015-03-29 00:00:00.000,30,16,1,999
7788,2015-03-29 00:00:00.000,30,59,1,329
7789,2015-08-14 00:00:00.000,22,18,1,1199
7790,2015-02-17 00:00:00.000,9,82,1,429
7790,2015-02-17 00:00:00.000,9,91,1,1399
7791,2015-06-02 00:00:00.000,22,22,1,699
7792,2015-10-06 00:00:00.000,9,60,1,589
7792,2015-10-06 00:00:00.000,9,105,1,119.9
7793,2015-10-25 00:00:00.000,1,52,1,1999
7793,2015-10-25 00:00:00.000,1,87,1,4599
7794,2015-11-25 00:00:00.000,26,108,1,69.9
7794,2015-11-25 00:00:00.000,26,111,1,219
7795,2015-04-13 00:00:00.000,13,3,1,1299
7796,2015-06-08 00:00:00.000,14,9,1,849
7797,2015-07-18 00:00:00.000,15,52,1,1999
7798,2015-10-18 00:00:00.000,6,69,1,2200
7798,2015-10-18 00:00:00.000,6,106,1,449.9
7799,2015-08-13 00:00:00.000,7,95,1,1199
7800,2015-10-31 00:00:00.000,35,45,1,199
7801,2015-05-02 00:00:00.000,4,28,1,939
7802,2015-09-06 00:00:00.000,26,91,1,1399
7802,2015-09-06 00:00:00.000,26,114,1,399
7803,2015-12-26 00:00:00.000,2,21,1,1399
7803,2015-12-26 00:00:00.000,2,104,1,2150
7804,2015-07-02 00:00:00.000,20,112,1,139
7805,2015-03-19 00:00:00.000,21,96,1,1999
7805,2015-03-19 00:00:00.000,21,105,1,119.9
7806,2015-03-23 00:00:00.000,3,1,1,869
7806,2015-03-23 00:00:00.000,3,13,1,1899
7807,2015-08-11 00:00:00.000,19,47,1,129
7807,2015-08-11 00:00:00.000,19,87,1,4599
7808,2015-11-09 00:00:00.000,27,55,1,349
7809,2015-08-26 00:00:00.000,31,15,1,1349
7809,2015-08-26 00:00:00.000,31,42,1,32.9
7810,2015-11-05 00:00:00.000,8,51,1,449
7811,2015-02-01 00:00:00.000,25,45,1,199
7811,2015-02-01 00:00:00.000,25,49,1,739
7812,2015-01-01 00:00:00.000,11,25,1,599
7812,2015-01-01 00:00:00.000,11,99,1,1199
7813,2015-10-30 00:00:00.000,5,65,1,2999
7814,2015-10-28 00:00:00.000,30,57,1,699
7814,2015-10-28 00:00:00.000,30,113,1,49.9
7815,2015-03-30 00:00:00.000,27,4,1,1599
7815,2015-03-30 00:00:00.000,27,54,1,399
7816,2015-01-19 00:00:00.000,10,7,1,1899
7816,2015-01-19 00:00:00.000,10,80,1,549
7817,2015-09-12 00:00:00.000,31,15,1,1349
7817,2015-09-12 00:00:00.000,31,21,1,1399
7818,2015-04-08 00:00:00.000,1,55,1,349
7818,2015-04-08 00:00:00.000,1,113,1,49.9
7819,2015-06-25 00:00:00.000,32,92,1,899
7820,2015-04-04 00:00:00.000,9,13,1,1899
7820,2015-04-04 00:00:00.000,9,67,1,3190
7821,2015-09-24 00:00:00.000,28,43,1,24.9
7821,2015-09-24 00:00:00.000,28,47,1,129
7822,2015-05-23 00:00:00.000,34,3,1,1299
7822,2015-05-23 00:00:00.000,34,48,1,449
7823,2015-02-14 00:00:00.000,8,29,1,299
7823,2015-02-14 00:00:00.000,8,94,1,849
7824,2015-12-30 00:00:00.000,21,40,1,29.9
7825,2015-07-29 00:00:00.000,21,5,1,1899
7826,2015-08-03 00:00:00.000,19,94,1,849
7827,2015-02-23 00:00:00.000,29,56,1,599
7828,2015-03-15 00:00:00.000,22,93,1,899
7829,2015-02-03 00:00:00.000,5,23,1,649
7830,2015-02-14 00:00:00.000,25,9,1,849
7830,2015-02-14 00:00:00.000,25,25,1,599
7831,2015-12-26 00:00:00.000,2,96,1,1999
7831,2015-12-26 00:00:00.000,2,108,1,69.9
7832,2015-07-08 00:00:00.000,7,88,1,7999
7832,2015-07-08 00:00:00.000,7,103,1,2599
7833,2015-07-13 00:00:00.000,7,88,1,7999
7833,2015-07-13 00:00:00.000,7,106,1,449.9
7834,2015-04-09 00:00:00.000,27,98,1,349.9
7835,2015-07-12 00:00:00.000,11,40,1,29.9
7836,2015-03-25 00:00:00.000,29,17,1,1099
7837,2015-11-30 00:00:00.000,31,65,1,2999
7837,2015-11-30 00:00:00.000,31,92,1,899
7838,2015-09-05 00:00:00.000,20,71,1,3699
7838,2015-09-05 00:00:00.000,20,87,1,4599
7839,2015-04-15 00:00:00.000,32,69,1,2200
7840,2015-03-01 00:00:00.000,10,98,1,349.9
7840,2015-03-01 00:00:00.000,10,108,1,69.9
7841,2015-10-16 00:00:00.000,29,82,1,429
7841,2015-10-16 00:00:00.000,29,85,1,539
7842,2015-04-03 00:00:00.000,33,59,1,329
7842,2015-04-03 00:00:00.000,33,92,1,899
7843,2015-02-15 00:00:00.000,4,10,1,749
7844,2015-03-20 00:00:00.000,14,8,1,649
7845,2015-11-09 00:00:00.000,31,63,1,3699
7845,2015-11-09 00:00:00.000,31,113,1,49.9
7846,2015-06-15 00:00:00.000,10,27,1,429
7847,2015-01-18 00:00:00.000,26,31,1,1599
7847,2015-01-18 00:00:00.000,26,76,1,6499
7848,2015-01-27 00:00:00.000,12,4,1,1599
7848,2015-01-27 00:00:00.000,12,48,1,449
7849,2015-05-11 00:00:00.000,8,108,1,69.9
7850,2015-03-14 00:00:00.000,5,114,1,399
7851,2015-06-29 00:00:00.000,27,41,1,44.9
7852,2015-01-18 00:00:00.000,31,35,1,2499
7852,2015-01-18 00:00:00.000,31,83,1,479
7853,2015-07-22 00:00:00.000,16,70,1,3399
7854,2015-05-04 00:00:00.000,2,35,1,2499
7854,2015-05-04 00:00:00.000,2,68,1,2999
7855,2015-11-07 00:00:00.000,17,21,1,1399
7856,2015-04-22 00:00:00.000,6,45,1,199
7857,2015-07-07 00:00:00.000,19,66,1,3199
7858,2015-04-23 00:00:00.000,18,63,1,3699
7858,2015-04-23 00:00:00.000,18,95,1,1199
7859,2015-11-06 00:00:00.000,19,2,1,1399
7860,2015-01-16 00:00:00.000,30,47,1,129
7861,2015-08-14 00:00:00.000,28,65,1,2999
7861,2015-08-14 00:00:00.000,28,77,1,1099
7862,2015-09-17 00:00:00.000,23,92,1,899
7862,2015-09-17 00:00:00.000,23,106,1,449.9
7863,2015-09-11 00:00:00.000,35,14,1,1099
7863,2015-09-11 00:00:00.000,35,83,1,479
7864,2015-08-04 00:00:00.000,1,83,1,479
7865,2015-06-01 00:00:00.000,8,21,1,1399
7866,2015-07-17 00:00:00.000,4,70,1,3399
7867,2015-04-27 00:00:00.000,13,15,1,1349
7867,2015-04-27 00:00:00.000,13,53,1,999
7868,2015-02-14 00:00:00.000,14,27,1,429
7869,2015-11-07 00:00:00.000,32,17,1,1099
7869,2015-11-07 00:00:00.000,32,84,1,429
7870,2015-03-03 00:00:00.000,15,15,1,1349
7870,2015-03-03 00:00:00.000,15,101,1,2399
7871,2015-11-24 00:00:00.000,12,40,1,29.9
7871,2015-11-24 00:00:00.000,12,71,1,3699
7872,2015-09-17 00:00:00.000,12,43,1,24.9
7873,2015-05-06 00:00:00.000,29,49,1,739
7873,2015-05-06 00:00:00.000,29,54,1,399
7874,2015-10-30 00:00:00.000,2,76,1,6499
7874,2015-10-30 00:00:00.000,2,79,1,979
7875,2015-10-02 00:00:00.000,7,11,1,1149
7875,2015-10-02 00:00:00.000,7,84,1,429
7876,2015-11-14 00:00:00.000,7,6,1,1799
7876,2015-11-14 00:00:00.000,7,85,1,539
7877,2015-09-23 00:00:00.000,13,75,1,6999
7878,2015-10-05 00:00:00.000,23,73,1,3999
7879,2015-06-26 00:00:00.000,27,104,1,2150
7880,2015-09-21 00:00:00.000,29,30,1,699
7880,2015-09-21 00:00:00.000,29,63,1,3699
7881,2015-02-25 00:00:00.000,30,22,1,699
7882,2015-09-20 00:00:00.000,26,80,1,549
7882,2015-09-20 00:00:00.000,26,92,1,899
7883,2015-10-06 00:00:00.000,34,26,1,1099
7884,2015-11-15 00:00:00.000,7,59,1,329
7885,2015-07-23 00:00:00.000,18,12,1,1149
7886,2015-09-03 00:00:00.000,14,74,1,3599
7887,2015-12-14 00:00:00.000,29,28,1,939
7888,2015-08-04 00:00:00.000,15,104,2,2150
7889,2015-05-28 00:00:00.000,29,3,1,1299
7890,2015-12-16 00:00:00.000,25,37,1,74.9
7890,2015-12-16 00:00:00.000,25,99,1,1199
7891,2015-01-17 00:00:00.000,18,68,1,2999
7892,2015-04-17 00:00:00.000,24,14,1,1099
7893,2015-02-23 00:00:00.000,2,101,1,2399
7894,2015-04-26 00:00:00.000,32,4,1,1599
7894,2015-04-26 00:00:00.000,32,31,1,1599
7895,2015-04-19 00:00:00.000,2,101,1,2399
7896,2015-04-27 00:00:00.000,23,56,1,599
7896,2015-04-27 00:00:00.000,23,57,1,699
7897,2015-06-05 00:00:00.000,15,91,1,1399
7898,2015-02-14 00:00:00.000,5,30,1,699
7898,2015-02-14 00:00:00.000,5,99,1,1199
7899,2015-05-14 00:00:00.000,13,7,1,1899
7899,2015-05-14 00:00:00.000,13,59,1,329
7900,2015-02-06 00:00:00.000,17,60,1,589
7900,2015-02-06 00:00:00.000,17,73,1,3999
7901,2015-08-30 00:00:00.000,18,74,1,3599
7902,2015-11-22 00:00:00.000,25,50,1,349
7903,2015-04-04 00:00:00.000,30,34,1,2799
7903,2015-04-04 00:00:00.000,30,40,1,29.9
7904,2015-04-29 00:00:00.000,21,4,1,1599
7905,2015-07-22 00:00:00.000,3,2,1,1399
7905,2015-07-22 00:00:00.000,3,111,1,219
7906,2015-09-13 00:00:00.000,21,28,1,939
7906,2015-09-13 00:00:00.000,21,91,1,1399
7907,2015-09-05 00:00:00.000,9,85,1,539
7908,2015-02-28 00:00:00.000,13,66,1,3199
7908,2015-02-28 00:00:00.000,13,100,1,4499
7909,2015-06-25 00:00:00.000,34,9,1,849
7909,2015-06-25 00:00:00.000,34,30,1,699
7910,2015-10-16 00:00:00.000,32,55,1,349
7910,2015-10-16 00:00:00.000,32,99,1,1199
7911,2015-01-16 00:00:00.000,35,59,1,329
7911,2015-01-16 00:00:00.000,35,106,1,449.9
7912,2015-08-25 00:00:00.000,33,3,1,1299
7912,2015-08-25 00:00:00.000,33,5,1,1899
7913,2015-01-19 00:00:00.000,13,3,1,1299
7914,2015-12-13 00:00:00.000,29,58,1,329
7915,2015-08-30 00:00:00.000,2,10,1,749
7916,2015-07-20 00:00:00.000,29,98,1,349.9
7917,2015-10-05 00:00:00.000,17,91,1,1399
7918,2015-05-15 00:00:00.000,22,28,1,939
7918,2015-05-15 00:00:00.000,22,82,1,429
7919,2015-10-21 00:00:00.000,16,111,1,219
7920,2015-11-20 00:00:00.000,13,85,1,539
7921,2015-02-16 00:00:00.000,16,85,1,539
7922,2015-06-07 00:00:00.000,29,78,1,549
7922,2015-06-07 00:00:00.000,29,92,1,899
7923,2015-06-02 00:00:00.000,30,57,1,699
7923,2015-06-02 00:00:00.000,30,100,1,4499
7924,2015-10-15 00:00:00.000,10,29,1,299
7925,2015-04-19 00:00:00.000,28,39,1,32.9
7925,2015-04-19 00:00:00.000,28,102,1,2299
7926,2015-02-18 00:00:00.000,4,51,1,449
7927,2015-09-16 00:00:00.000,22,51,1,449
7928,2015-10-31 00:00:00.000,18,61,1,299
7929,2015-12-24 00:00:00.000,13,22,1,699
7930,2015-05-03 00:00:00.000,16,50,1,349
7931,2015-07-16 00:00:00.000,7,59,1,329
7931,2015-07-16 00:00:00.000,7,77,1,1099
7932,2015-08-03 00:00:00.000,3,35,1,2499
7932,2015-08-03 00:00:00.000,3,85,1,539
7933,2015-12-20 00:00:00.000,31,86,1,499
7933,2015-12-20 00:00:00.000,31,105,1,119.9
7934,2015-06-05 00:00:00.000,34,11,1,1149
7934,2015-06-05 00:00:00.000,34,54,1,399
7935,2015-04-22 00:00:00.000,24,109,1,79.9
7936,2015-10-06 00:00:00.000,33,104,1,2150
7937,2015-09-06 00:00:00.000,7,66,1,3199
7937,2015-09-06 00:00:00.000,7,72,1,2099
7938,2015-07-29 00:00:00.000,11,35,1,2499
7938,2015-07-29 00:00:00.000,11,74,1,3599
7939,2015-01-11 00:00:00.000,26,37,1,74.9
7939,2015-01-11 00:00:00.000,26,82,1,429
7940,2015-11-29 00:00:00.000,21,51,1,449
7941,2015-07-15 00:00:00.000,1,74,1,3599
7942,2015-06-23 00:00:00.000,21,88,1,7999
7943,2015-07-21 00:00:00.000,28,90,1,11499
7944,2015-10-18 00:00:00.000,3,56,1,599
7944,2015-10-18 00:00:00.000,3,95,1,1199
7945,2015-01-18 00:00:00.000,2,75,1,6999
7946,2015-10-10 00:00:00.000,24,1,1,869
7946,2015-10-10 00:00:00.000,24,28,1,939
7947,2015-09-26 00:00:00.000,24,45,1,199
7947,2015-09-26 00:00:00.000,24,81,1,799
7948,2015-07-28 00:00:00.000,31,14,1,1099
7948,2015-07-28 00:00:00.000,31,88,1,7999
7949,2015-05-06 00:00:00.000,23,10,1,749
7949,2015-05-06 00:00:00.000,23,42,1,32.9
7950,2015-11-25 00:00:00.000,34,15,1,1349
7950,2015-11-25 00:00:00.000,34,52,1,1999
7951,2015-11-13 00:00:00.000,34,74,1,3599
7951,2015-11-13 00:00:00.000,34,104,1,2150
7952,2015-11-11 00:00:00.000,32,68,1,2999
7952,2015-11-11 00:00:00.000,32,72,1,2099
7953,2015-02-02 00:00:00.000,33,46,1,119
7953,2015-02-02 00:00:00.000,33,111,1,219
7954,2015-01-31 00:00:00.000,15,67,1,3190
7955,2015-07-01 00:00:00.000,11,12,1,1149
7956,2015-02-23 00:00:00.000,4,25,1,599
7956,2015-02-23 00:00:00.000,4,106,1,449.9
7957,2015-06-19 00:00:00.000,8,87,1,4599
7958,2015-03-30 00:00:00.000,10,53,1,999
7959,2015-11-09 00:00:00.000,35,57,1,699
7959,2015-11-09 00:00:00.000,35,90,1,11499
7960,2015-10-11 00:00:00.000,12,89,1,9999
7960,2015-10-11 00:00:00.000,12,95,1,1199
7961,2015-05-28 00:00:00.000,27,80,1,549
7962,2015-04-21 00:00:00.000,4,45,1,199
7962,2015-04-21 00:00:00.000,4,113,1,49.9
7963,2015-12-11 00:00:00.000,27,41,1,44.9
7963,2015-12-11 00:00:00.000,27,47,1,129
7964,2015-10-23 00:00:00.000,31,61,1,299
